node_id,label,type,reviews
(L) 686805,(L) 686805,listing,1
(L) 19101709,(L) 19101709,listing,1
(L) 3835553,(L) 3835553,listing,1
(L) 18009761,(L) 18009761,listing,1
(L) 17946780,(L) 17946780,listing,1
(L) 2621669,(L) 2621669,listing,1
(L) 21840975,(L) 21840975,listing,1
(L) 5022710,(L) 5022710,listing,1
(L) 16125642,(L) 16125642,listing,1
(L) 13848771,(L) 13848771,listing,1
(L) 4521519,(L) 4521519,listing,1
(L) 19000645,(L) 19000645,listing,1
(L) 5580910,(L) 5580910,listing,1
(L) 23295918,(L) 23295918,listing,1
(L) 16933922,(L) 16933922,listing,1
(L) 11402633,(L) 11402633,listing,1
(L) 19065568,(L) 19065568,listing,1
(L) 6328156,(L) 6328156,listing,1
(L) 1793897,(L) 1793897,listing,1
(L) 18739313,(L) 18739313,listing,1
(L) 13548883,(L) 13548883,listing,1
(L) 8575021,(L) 8575021,listing,1
(L) 12689338,(L) 12689338,listing,1
(L) 2089811,(L) 2089811,listing,1
(L) 3796402,(L) 3796402,listing,1
(L) 9615999,(L) 9615999,listing,1
(L) 1292602,(L) 1292602,listing,1
(L) 23312725,(L) 23312725,listing,1
(L) 13301813,(L) 13301813,listing,1
(L) 516032,(L) 516032,listing,1
(L) 5698275,(L) 5698275,listing,1
(L) 4281870,(L) 4281870,listing,1
(L) 3201626,(L) 3201626,listing,1
(L) 4439559,(L) 4439559,listing,1
(L) 11932557,(L) 11932557,listing,1
(L) 6337820,(L) 6337820,listing,1
(L) 21324052,(L) 21324052,listing,1
(L) 8544848,(L) 8544848,listing,1
(L) 4933784,(L) 4933784,listing,1
(L) 16898212,(L) 16898212,listing,1
(L) 22907311,(L) 22907311,listing,1
(L) 2821454,(L) 2821454,listing,1
(L) 15349516,(L) 15349516,listing,1
(L) 22235176,(L) 22235176,listing,1
(L) 17701696,(L) 17701696,listing,1
(L) 13423415,(L) 13423415,listing,1
(L) 6927072,(L) 6927072,listing,1
(L) 4966816,(L) 4966816,listing,1
(L) 24403396,(L) 24403396,listing,1
(L) 19304312,(L) 19304312,listing,1
(L) 20055551,(L) 20055551,listing,1
(L) 21369401,(L) 21369401,listing,1
(L) 29781537,(L) 29781537,listing,1
(L) 4569536,(L) 4569536,listing,1
(L) 18645288,(L) 18645288,listing,1
(L) 19372039,(L) 19372039,listing,1
(L) 2320694,(L) 2320694,listing,1
(L) 5509789,(L) 5509789,listing,1
(L) 7644244,(L) 7644244,listing,1
(L) 23618765,(L) 23618765,listing,1
(L) 13467416,(L) 13467416,listing,1
(L) 21938249,(L) 21938249,listing,1
(L) 15276023,(L) 15276023,listing,1
(L) 7120073,(L) 7120073,listing,1
(L) 15665121,(L) 15665121,listing,1
(L) 16953121,(L) 16953121,listing,1
(L) 15186470,(L) 15186470,listing,1
(L) 25753713,(L) 25753713,listing,1
(L) 25267231,(L) 25267231,listing,1
(L) 8760182,(L) 8760182,listing,1
(L) 14076870,(L) 14076870,listing,1
(L) 18439259,(L) 18439259,listing,1
(L) 9116265,(L) 9116265,listing,1
(L) 22335017,(L) 22335017,listing,1
(L) 23068546,(L) 23068546,listing,1
(L) 25465230,(L) 25465230,listing,1
(L) 2243639,(L) 2243639,listing,1
(L) 8799329,(L) 8799329,listing,1
(L) 18082235,(L) 18082235,listing,1
(L) 10091713,(L) 10091713,listing,1
(L) 9222316,(L) 9222316,listing,1
(L) 13941758,(L) 13941758,listing,1
(L) 21884439,(L) 21884439,listing,1
(L) 21832000,(L) 21832000,listing,1
(L) 4551693,(L) 4551693,listing,1
(L) 11084973,(L) 11084973,listing,1
(L) 18142848,(L) 18142848,listing,1
(L) 18364525,(L) 18364525,listing,1
(L) 18193649,(L) 18193649,listing,1
(L) 15301914,(L) 15301914,listing,1
(L) 1230182,(L) 1230182,listing,1
(L) 25685201,(L) 25685201,listing,1
(L) 21732439,(L) 21732439,listing,1
(L) 22221177,(L) 22221177,listing,1
(L) 12803298,(L) 12803298,listing,1
(L) 21195156,(L) 21195156,listing,1
(L) 21145581,(L) 21145581,listing,1
(L) 3917500,(L) 3917500,listing,1
(L) 20865,(L) 20865,listing,1
(L) 17658974,(L) 17658974,listing,1
(L) 10111445,(L) 10111445,listing,1
(L) 4626857,(L) 4626857,listing,1
(L) 20508469,(L) 20508469,listing,1
(L) 16545379,(L) 16545379,listing,1
(L) 1925052,(L) 1925052,listing,1
(L) 22603795,(L) 22603795,listing,1
(L) 17109941,(L) 17109941,listing,1
(L) 21253393,(L) 21253393,listing,1
(L) 22019051,(L) 22019051,listing,1
(L) 22009907,(L) 22009907,listing,1
(L) 15092541,(L) 15092541,listing,1
(L) 21449465,(L) 21449465,listing,1
(L) 22297221,(L) 22297221,listing,1
(L) 18982050,(L) 18982050,listing,1
(L) 17910425,(L) 17910425,listing,1
(L) 24645864,(L) 24645864,listing,1
(L) 17026373,(L) 17026373,listing,1
(L) 19972599,(L) 19972599,listing,1
(L) 24334394,(L) 24334394,listing,1
(L) 4420479,(L) 4420479,listing,1
(L) 27642846,(L) 27642846,listing,1
(L) 1979927,(L) 1979927,listing,1
(L) 9865064,(L) 9865064,listing,1
(L) 2142898,(L) 2142898,listing,1
(L) 11228266,(L) 11228266,listing,1
(L) 18634135,(L) 18634135,listing,1
(L) 2749926,(L) 2749926,listing,1
(L) 5584759,(L) 5584759,listing,1
(L) 21650224,(L) 21650224,listing,1
(L) 5015758,(L) 5015758,listing,1
(L) 22960224,(L) 22960224,listing,1
(L) 13360939,(L) 13360939,listing,1
(L) 21002732,(L) 21002732,listing,1
(L) 12874761,(L) 12874761,listing,1
(L) 15721526,(L) 15721526,listing,1
(L) 19315093,(L) 19315093,listing,1
(L) 20984124,(L) 20984124,listing,1
(L) 22249606,(L) 22249606,listing,1
(L) 12799579,(L) 12799579,listing,1
(L) 1268187,(L) 1268187,listing,1
(L) 11790779,(L) 11790779,listing,1
(L) 15652443,(L) 15652443,listing,1
(L) 23363451,(L) 23363451,listing,1
(L) 20136869,(L) 20136869,listing,1
(L) 7270105,(L) 7270105,listing,1
(L) 4015571,(L) 4015571,listing,1
(L) 11311097,(L) 11311097,listing,1
(L) 8007023,(L) 8007023,listing,1
(L) 8801526,(L) 8801526,listing,1
(L) 15025379,(L) 15025379,listing,1
(L) 13674956,(L) 13674956,listing,1
(L) 18558600,(L) 18558600,listing,1
(L) 23424443,(L) 23424443,listing,1
(L) 20456284,(L) 20456284,listing,1
(L) 20417688,(L) 20417688,listing,1
(L) 1861619,(L) 1861619,listing,1
(L) 21238407,(L) 21238407,listing,1
(L) 9260650,(L) 9260650,listing,1
(L) 23083327,(L) 23083327,listing,1
(L) 10839085,(L) 10839085,listing,1
(L) 12506551,(L) 12506551,listing,1
(L) 2062318,(L) 2062318,listing,1
(L) 16827551,(L) 16827551,listing,1
(L) 30018432,(L) 30018432,listing,1
(L) 28851060,(L) 28851060,listing,1
(L) 27149641,(L) 27149641,listing,1
(L) 24149517,(L) 24149517,listing,1
(L) 16089228,(L) 16089228,listing,1
(L) 15634199,(L) 15634199,listing,1
(L) 14034076,(L) 14034076,listing,1
(L) 8472830,(L) 8472830,listing,1
(L) 13550197,(L) 13550197,listing,1
(L) 24523537,(L) 24523537,listing,1
(L) 22322456,(L) 22322456,listing,1
(L) 13793021,(L) 13793021,listing,1
(L) 4721317,(L) 4721317,listing,1
(L) 21541425,(L) 21541425,listing,1
(L) 1714235,(L) 1714235,listing,1
(L) 16129300,(L) 16129300,listing,1
(L) 16862160,(L) 16862160,listing,1
(L) 77792,(L) 77792,listing,1
(L) 25895326,(L) 25895326,listing,1
(L) 12328180,(L) 12328180,listing,1
(L) 17817385,(L) 17817385,listing,1
(L) 6378601,(L) 6378601,listing,1
(L) 9301633,(L) 9301633,listing,1
(L) 16706327,(L) 16706327,listing,1
(L) 9416414,(L) 9416414,listing,1
(L) 15041955,(L) 15041955,listing,1
(L) 6362810,(L) 6362810,listing,1
(L) 22557845,(L) 22557845,listing,1
(L) 19848419,(L) 19848419,listing,1
(L) 22088661,(L) 22088661,listing,1
(L) 11516323,(L) 11516323,listing,1
(L) 5282128,(L) 5282128,listing,1
(L) 21602833,(L) 21602833,listing,1
(L) 1195758,(L) 1195758,listing,1
(L) 10732379,(L) 10732379,listing,1
(L) 20202988,(L) 20202988,listing,1
(L) 27610348,(L) 27610348,listing,1
(L) 12852445,(L) 12852445,listing,1
(L) 24289304,(L) 24289304,listing,1
(L) 14797140,(L) 14797140,listing,1
(L) 18366585,(L) 18366585,listing,1
(L) 17450684,(L) 17450684,listing,1
(L) 3513769,(L) 3513769,listing,1
(L) 22109754,(L) 22109754,listing,1
(L) 15959128,(L) 15959128,listing,1
(L) 12917491,(L) 12917491,listing,1
(L) 16356294,(L) 16356294,listing,1
(L) 8763617,(L) 8763617,listing,1
(L) 24707529,(L) 24707529,listing,1
(L) 655236,(L) 655236,listing,1
(L) 19988301,(L) 19988301,listing,1
(L) 276617,(L) 276617,listing,1
(L) 21817048,(L) 21817048,listing,1
(L) 6828592,(L) 6828592,listing,1
(L) 15947467,(L) 15947467,listing,1
(L) 2239063,(L) 2239063,listing,1
(L) 9097926,(L) 9097926,listing,1
(L) 16136517,(L) 16136517,listing,1
(L) 4002622,(L) 4002622,listing,1
(L) 20988538,(L) 20988538,listing,1
(L) 28053265,(L) 28053265,listing,1
(L) 17076212,(L) 17076212,listing,1
(L) 24531572,(L) 24531572,listing,1
(L) 15524674,(L) 15524674,listing,1
(L) 6887436,(L) 6887436,listing,1
(L) 8089890,(L) 8089890,listing,1
(L) 28875301,(L) 28875301,listing,1
(L) 3264454,(L) 3264454,listing,1
(L) 16677226,(L) 16677226,listing,1
(L) 2786443,(L) 2786443,listing,1
(L) 27009904,(L) 27009904,listing,1
(L) 16601850,(L) 16601850,listing,1
(L) 2504252,(L) 2504252,listing,1
(L) 19390139,(L) 19390139,listing,1
(L) 15634591,(L) 15634591,listing,1
(L) 23731512,(L) 23731512,listing,1
(L) 360141,(L) 360141,listing,1
(L) 14366167,(L) 14366167,listing,1
(L) 10106158,(L) 10106158,listing,1
(L) 5763156,(L) 5763156,listing,1
(L) 26506861,(L) 26506861,listing,1
(L) 27833927,(L) 27833927,listing,1
(L) 30334092,(L) 30334092,listing,1
(L) 15313711,(L) 15313711,listing,1
(L) 986246,(L) 986246,listing,1
(L) 9239802,(L) 9239802,listing,1
(L) 25749889,(L) 25749889,listing,1
(L) 8107268,(L) 8107268,listing,1
(L) 13381132,(L) 13381132,listing,1
(L) 16505295,(L) 16505295,listing,1
(L) 16978328,(L) 16978328,listing,1
(L) 15046696,(L) 15046696,listing,1
(L) 25243655,(L) 25243655,listing,1
(L) 15101580,(L) 15101580,listing,1
(L) 23454701,(L) 23454701,listing,1
(L) 5364803,(L) 5364803,listing,1
(L) 27840534,(L) 27840534,listing,1
(L) 1106059,(L) 1106059,listing,1
(L) 13071389,(L) 13071389,listing,1
(L) 21684386,(L) 21684386,listing,1
(L) 21504549,(L) 21504549,listing,1
(L) 11230729,(L) 11230729,listing,1
(L) 26612892,(L) 26612892,listing,1
(L) 16338897,(L) 16338897,listing,1
(L) 30026321,(L) 30026321,listing,1
(L) 9927784,(L) 9927784,listing,1
(L) 9780282,(L) 9780282,listing,1
(L) 10581248,(L) 10581248,listing,1
(L) 820583,(L) 820583,listing,1
(L) 17529328,(L) 17529328,listing,1
(L) 25325374,(L) 25325374,listing,1
(L) 21301293,(L) 21301293,listing,1
(L) 1853179,(L) 1853179,listing,1
(L) 22677306,(L) 22677306,listing,1
(L) 17310434,(L) 17310434,listing,1
(L) 2876248,(L) 2876248,listing,1
(L) 18093040,(L) 18093040,listing,1
(L) 20668684,(L) 20668684,listing,1
(L) 18556999,(L) 18556999,listing,1
(L) 21391415,(L) 21391415,listing,1
(L) 6080070,(L) 6080070,listing,1
(L) 771147,(L) 771147,listing,1
(L) 27344779,(L) 27344779,listing,1
(L) 11855437,(L) 11855437,listing,1
(L) 7902972,(L) 7902972,listing,1
(L) 9538497,(L) 9538497,listing,1
(L) 19271100,(L) 19271100,listing,1
(L) 15220858,(L) 15220858,listing,1
(L) 28421398,(L) 28421398,listing,1
(L) 9737347,(L) 9737347,listing,1
(L) 8489178,(L) 8489178,listing,1
(L) 8461058,(L) 8461058,listing,1
(L) 16692404,(L) 16692404,listing,1
(L) 18915380,(L) 18915380,listing,1
(L) 8152370,(L) 8152370,listing,1
(L) 19952063,(L) 19952063,listing,1
(L) 19863981,(L) 19863981,listing,1
(L) 11285620,(L) 11285620,listing,1
(L) 17911278,(L) 17911278,listing,1
(L) 6959205,(L) 6959205,listing,1
(L) 23223599,(L) 23223599,listing,1
(L) 24275629,(L) 24275629,listing,1
(L) 6750274,(L) 6750274,listing,1
(L) 9190138,(L) 9190138,listing,1
(L) 13282080,(L) 13282080,listing,1
(L) 9393747,(L) 9393747,listing,1
(L) 6202366,(L) 6202366,listing,1
(L) 29521962,(L) 29521962,listing,1
(L) 21584137,(L) 21584137,listing,1
(L) 2046826,(L) 2046826,listing,1
(L) 16666362,(L) 16666362,listing,1
(L) 22110258,(L) 22110258,listing,1
(L) 25797322,(L) 25797322,listing,1
(L) 19261696,(L) 19261696,listing,1
(L) 11609877,(L) 11609877,listing,1
(L) 21702683,(L) 21702683,listing,1
(L) 8632835,(L) 8632835,listing,1
(L) 8829966,(L) 8829966,listing,1
(L) 18905958,(L) 18905958,listing,1
(L) 28212369,(L) 28212369,listing,1
(L) 7408418,(L) 7408418,listing,1
(L) 20313930,(L) 20313930,listing,1
(L) 21281131,(L) 21281131,listing,1
(L) 24261306,(L) 24261306,listing,1
(L) 16609607,(L) 16609607,listing,1
(L) 15360879,(L) 15360879,listing,1
(L) 12503272,(L) 12503272,listing,1
(L) 2890011,(L) 2890011,listing,1
(L) 19481367,(L) 19481367,listing,1
(L) 22589788,(L) 22589788,listing,1
(L) 24570171,(L) 24570171,listing,1
(L) 12212834,(L) 12212834,listing,1
(L) 24585647,(L) 24585647,listing,1
(L) 12376261,(L) 12376261,listing,1
(L) 20952174,(L) 20952174,listing,1
(L) 1299303,(L) 1299303,listing,1
(L) 12481407,(L) 12481407,listing,1
(L) 18755167,(L) 18755167,listing,1
(L) 9683087,(L) 9683087,listing,1
(L) 21035115,(L) 21035115,listing,1
(L) 21774466,(L) 21774466,listing,1
(L) 10479956,(L) 10479956,listing,1
(L) 11532815,(L) 11532815,listing,1
(L) 24642791,(L) 24642791,listing,1
(L) 2965688,(L) 2965688,listing,1
(L) 30412858,(L) 30412858,listing,1
(L) 17439901,(L) 17439901,listing,1
(L) 3364972,(L) 3364972,listing,1
(L) 23965095,(L) 23965095,listing,1
(L) 28820685,(L) 28820685,listing,1
(L) 22146484,(L) 22146484,listing,1
(L) 16416263,(L) 16416263,listing,1
(L) 23437867,(L) 23437867,listing,1
(L) 20411495,(L) 20411495,listing,1
(L) 21318650,(L) 21318650,listing,1
(L) 334817,(L) 334817,listing,1
(L) 2561206,(L) 2561206,listing,1
(L) 16018148,(L) 16018148,listing,1
(L) 29949029,(L) 29949029,listing,1
(L) 21854276,(L) 21854276,listing,1
(L) 25403814,(L) 25403814,listing,1
(L) 12256756,(L) 12256756,listing,1
(L) 22048785,(L) 22048785,listing,1
(L) 16756012,(L) 16756012,listing,1
(L) 18363483,(L) 18363483,listing,1
(L) 22404165,(L) 22404165,listing,1
(L) 29632265,(L) 29632265,listing,1
(L) 29087621,(L) 29087621,listing,1
(L) 22326011,(L) 22326011,listing,1
(L) 4464899,(L) 4464899,listing,1
(L) 20395090,(L) 20395090,listing,1
(L) 4857085,(L) 4857085,listing,1
(L) 2838442,(L) 2838442,listing,1
(L) 17669481,(L) 17669481,listing,1
(L) 14224564,(L) 14224564,listing,1
(L) 10285857,(L) 10285857,listing,1
(L) 85331,(L) 85331,listing,1
(L) 16100680,(L) 16100680,listing,1
(L) 19388564,(L) 19388564,listing,1
(L) 7468770,(L) 7468770,listing,1
(L) 3963496,(L) 3963496,listing,1
(L) 14159043,(L) 14159043,listing,1
(L) 20035469,(L) 20035469,listing,1
(L) 24562378,(L) 24562378,listing,1
(L) 12041883,(L) 12041883,listing,1
(L) 22410800,(L) 22410800,listing,1
(L) 23150598,(L) 23150598,listing,1
(L) 25064826,(L) 25064826,listing,1
(L) 21840967,(L) 21840967,listing,1
(L) 2548068,(L) 2548068,listing,1
(L) 7355414,(L) 7355414,listing,1
(L) 9653930,(L) 9653930,listing,1
(L) 21732085,(L) 21732085,listing,1
(L) 9781397,(L) 9781397,listing,1
(L) 1480417,(L) 1480417,listing,1
(L) 1996254,(L) 1996254,listing,1
(L) 25016849,(L) 25016849,listing,1
(L) 16416979,(L) 16416979,listing,1
(L) 16113040,(L) 16113040,listing,1
(L) 24143801,(L) 24143801,listing,1
(L) 16502305,(L) 16502305,listing,1
(L) 27858934,(L) 27858934,listing,1
(L) 14937489,(L) 14937489,listing,1
(L) 5796898,(L) 5796898,listing,1
(L) 426879,(L) 426879,listing,1
(L) 6920789,(L) 6920789,listing,1
(L) 19595754,(L) 19595754,listing,1
(L) 11717378,(L) 11717378,listing,1
(L) 11595579,(L) 11595579,listing,1
(L) 10106302,(L) 10106302,listing,1
(L) 8806530,(L) 8806530,listing,1
(L) 16615793,(L) 16615793,listing,1
(L) 24808489,(L) 24808489,listing,1
(L) 23656007,(L) 23656007,listing,1
(L) 29934299,(L) 29934299,listing,1
(L) 11441680,(L) 11441680,listing,1
(L) 8871394,(L) 8871394,listing,1
(L) 21982283,(L) 21982283,listing,1
(L) 1408494,(L) 1408494,listing,1
(L) 12057230,(L) 12057230,listing,1
(L) 1856519,(L) 1856519,listing,1
(L) 7890243,(L) 7890243,listing,1
(L) 23717363,(L) 23717363,listing,1
(L) 28483909,(L) 28483909,listing,1
(L) 17895868,(L) 17895868,listing,1
(L) 2243800,(L) 2243800,listing,1
(L) 2379009,(L) 2379009,listing,1
(L) 1895251,(L) 1895251,listing,1
(L) 24429895,(L) 24429895,listing,1
(L) 19715924,(L) 19715924,listing,1
(L) 288671,(L) 288671,listing,1
(L) 15500733,(L) 15500733,listing,1
(L) 20865922,(L) 20865922,listing,1
(L) 20351337,(L) 20351337,listing,1
(L) 16274813,(L) 16274813,listing,1
(L) 24970253,(L) 24970253,listing,1
(L) 10788811,(L) 10788811,listing,1
(L) 29299151,(L) 29299151,listing,1
(L) 20701633,(L) 20701633,listing,1
(L) 829176,(L) 829176,listing,1
(L) 23798674,(L) 23798674,listing,1
(L) 30331342,(L) 30331342,listing,1
(L) 24000520,(L) 24000520,listing,1
(L) 1073607,(L) 1073607,listing,1
(L) 14377918,(L) 14377918,listing,1
(L) 16713138,(L) 16713138,listing,1
(L) 9783343,(L) 9783343,listing,1
(L) 6590227,(L) 6590227,listing,1
(L) 13441146,(L) 13441146,listing,1
(L) 8510573,(L) 8510573,listing,1
(L) 9476881,(L) 9476881,listing,1
(L) 869512,(L) 869512,listing,1
(L) 10599898,(L) 10599898,listing,1
(L) 23611535,(L) 23611535,listing,1
(L) 12526609,(L) 12526609,listing,1
(L) 5352559,(L) 5352559,listing,1
(L) 29114615,(L) 29114615,listing,1
(L) 11806617,(L) 11806617,listing,1
(L) 24783964,(L) 24783964,listing,1
(L) 23348323,(L) 23348323,listing,1
(L) 4655346,(L) 4655346,listing,1
(L) 11449214,(L) 11449214,listing,1
(L) 21506850,(L) 21506850,listing,1
(L) 27993469,(L) 27993469,listing,1
(L) 20017865,(L) 20017865,listing,1
(L) 8690576,(L) 8690576,listing,1
(L) 13499531,(L) 13499531,listing,1
(L) 28526948,(L) 28526948,listing,1
(L) 19375799,(L) 19375799,listing,1
(L) 11554332,(L) 11554332,listing,1
(L) 25926651,(L) 25926651,listing,1
(L) 17804097,(L) 17804097,listing,1
(L) 22367341,(L) 22367341,listing,1
(L) 16371015,(L) 16371015,listing,1
(L) 12611882,(L) 12611882,listing,1
(L) 26042114,(L) 26042114,listing,1
(L) 25058233,(L) 25058233,listing,1
(L) 5144118,(L) 5144118,listing,1
(L) 8461998,(L) 8461998,listing,1
(L) 20142826,(L) 20142826,listing,1
(L) 16393182,(L) 16393182,listing,1
(L) 7721515,(L) 7721515,listing,1
(L) 17374886,(L) 17374886,listing,1
(L) 22972932,(L) 22972932,listing,1
(L) 22469889,(L) 22469889,listing,1
(L) 5000313,(L) 5000313,listing,1
(L) 11515203,(L) 11515203,listing,1
(L) 9336254,(L) 9336254,listing,1
(L) 11643573,(L) 11643573,listing,1
(L) 12878847,(L) 12878847,listing,1
(L) 21543390,(L) 21543390,listing,1
(L) 16693332,(L) 16693332,listing,1
(L) 26173356,(L) 26173356,listing,1
(L) 3820441,(L) 3820441,listing,1
(L) 24523909,(L) 24523909,listing,1
(L) 4477634,(L) 4477634,listing,1
(L) 23688725,(L) 23688725,listing,1
(L) 16730359,(L) 16730359,listing,1
(L) 1668941,(L) 1668941,listing,1
(L) 20173301,(L) 20173301,listing,1
(L) 259857,(L) 259857,listing,1
(L) 27823948,(L) 27823948,listing,1
(L) 24999766,(L) 24999766,listing,1
(L) 7849180,(L) 7849180,listing,1
(L) 24551148,(L) 24551148,listing,1
(L) 11729878,(L) 11729878,listing,1
(L) 4695350,(L) 4695350,listing,1
(L) 16887125,(L) 16887125,listing,1
(L) 7923071,(L) 7923071,listing,1
(L) 17389986,(L) 17389986,listing,1
(L) 26898426,(L) 26898426,listing,1
(L) 23346246,(L) 23346246,listing,1
(L) 16432212,(L) 16432212,listing,1
(L) 13704039,(L) 13704039,listing,1
(L) 23312135,(L) 23312135,listing,1
(L) 6278158,(L) 6278158,listing,1
(L) 20222989,(L) 20222989,listing,1
(L) 2249881,(L) 2249881,listing,1
(L) 16987558,(L) 16987558,listing,1
(L) 20999406,(L) 20999406,listing,1
(L) 16277847,(L) 16277847,listing,1
(L) 23048850,(L) 23048850,listing,1
(L) 27821818,(L) 27821818,listing,1
(L) 6705769,(L) 6705769,listing,1
(L) 14672791,(L) 14672791,listing,1
(L) 9511634,(L) 9511634,listing,1
(L) 28558210,(L) 28558210,listing,1
(L) 20919241,(L) 20919241,listing,1
(L) 21830134,(L) 21830134,listing,1
(L) 21717410,(L) 21717410,listing,1
(L) 3989395,(L) 3989395,listing,1
(L) 435912,(L) 435912,listing,1
