listing_id,reviewer_id,sentiment,weight
(L) 11609877,Marian_56997244,Negative,1
(L) 12376261,Marian_56997244,Negative,1
(L) 15603682,Marian_56997244,Negative,1
(L) 16129300,Marian_56997244,Negative,1
(L) 17804545,Marian_56997244,Negative,1
(L) 18439259,Marian_56997244,Negative,1
(L) 19271100,Marian_56997244,Negative,1
(L) 20395090,Marian_56997244,Negative,1
(L) 21318650,Marian_56997244,Negative,1
(L) 21938249,Marian_56997244,Negative,1
(L) 24570171,Marian_56997244,Negative,1
(L) 25000686,Marian_56997244,Negative,1
(L) 25000686,Marian_56997244,Negative,1
(L) 26863884,Marian_56997244,Negative,1
(L) 26863884,Marian_56997244,Negative,1
(L) 27149641,Marian_56997244,Negative,1
(L) 27207671,Marian_56997244,Negative,1
(L) 27833927,Marian_56997244,Negative,1
(L) 28526948,Marian_56997244,Negative,1
(L) 28820685,Marian_56997244,Negative,1
(L) 28840363,Marian_56997244,Negative,1
(L) 29521962,Marian_56997244,Negative,1
(L) 29632265,Marian_56997244,Negative,1
(L) 1769170,Tim_174294896,Positive,2
(L) 1803477,Tim_174294896,Positive,2
(L) 23208027,Tim_174294896,Negative,1
(L) 23208027,Tim_174294896,Positive,2
(L) 23208027,Tim_174294896,Positive,2
(L) 23255721,Tim_174294896,Negative,1
(L) 23398105,Tim_174294896,Negative,1
(L) 23424443,Tim_174294896,Positive,2
(L) 23441110,Tim_174294896,Positive,2
(L) 23441110,Tim_174294896,Negative,1
(L) 23441110,Tim_174294896,Negative,1
(L) 23441110,Tim_174294896,Negative,1
(L) 23441110,Tim_174294896,Positive,2
(L) 23788626,Tim_174294896,Positive,2
(L) 23788626,Tim_174294896,Negative,1
(L) 23788626,Tim_174294896,Negative,1
(L) 24149517,Tim_174294896,Positive,2
(L) 24585647,Tim_174294896,Positive,2
(L) 25377947,Tim_174294896,Positive,2
(L) 25377947,Tim_174294896,Positive,2
(L) 26261823,Tim_174294896,Negative,1
(L) 26261842,Tim_174294896,Positive,2
(L) 26261842,Tim_174294896,Positive,2
(L) 26261842,Tim_174294896,Positive,2
(L) 21937462,Geoff_170816828,Positive,2
(L) 21937462,Geoff_170816828,Positive,2
(L) 21937462,Geoff_170816828,Positive,2
(L) 21937462,Geoff_170816828,Positive,2
(L) 21937462,Geoff_170816828,Positive,2
(L) 21937462,Geoff_170816828,Negative,1
(L) 21937462,Geoff_170816828,Negative,1
(L) 21937462,Geoff_170816828,Negative,1
(L) 21937462,Geoff_170816828,Negative,1
(L) 21937462,Geoff_170816828,Negative,1
(L) 21937462,Geoff_170816828,Negative,1
(L) 21937462,Geoff_170816828,Positive,2
(L) 21937462,Geoff_170816828,Positive,2
(L) 21937462,Geoff_170816828,Negative,1
(L) 21937462,Geoff_170816828,Positive,2
(L) 21937462,Geoff_170816828,Negative,1
(L) 21937462,Geoff_170816828,Negative,1
(L) 21937462,Geoff_170816828,Positive,2
(L) 21937462,Geoff_170816828,Negative,1
(L) 21937462,Geoff_170816828,Negative,1
(L) 21937462,Geoff_170816828,Negative,1
(L) 21937462,Geoff_170816828,Positive,2
(L) 21937462,Geoff_170816828,Positive,2
(L) 21937462,Geoff_170816828,Negative,1
(L) 295480,Laurent_19898164,Negative,1
(L) 295480,Laurent_19898164,Negative,1
(L) 295480,Laurent_19898164,Negative,1
(L) 726883,Laurent_19898164,Negative,1
(L) 2062318,Laurent_19898164,Negative,1
(L) 2304942,Laurent_19898164,Negative,1
(L) 2304942,Laurent_19898164,Negative,1
(L) 2304942,Laurent_19898164,Negative,1
(L) 2893200,Laurent_19898164,Positive,2
(L) 2893200,Laurent_19898164,Negative,1
(L) 2893200,Laurent_19898164,Negative,1
(L) 2893200,Laurent_19898164,Positive,2
(L) 2893200,Laurent_19898164,Negative,1
(L) 2893200,Laurent_19898164,Negative,1
(L) 2893200,Laurent_19898164,Negative,1
(L) 8632835,Laurent_19898164,Negative,1
(L) 8799329,Laurent_19898164,Negative,1
(L) 9222316,Laurent_19898164,Negative,1
(L) 13467416,Laurent_19898164,Negative,1
(L) 13932915,Laurent_19898164,Positive,2
(L) 13932915,Laurent_19898164,Positive,2
(L) 17701696,Laurent_19898164,Negative,1
(L) 21830042,Laurent_19898164,Positive,2
(L) 25325049,Laurent_19898164,Negative,1
(L) 387130,Rodrigo_9239619,Positive,2
(L) 846696,Rodrigo_9239619,Negative,1
(L) 3013026,Rodrigo_9239619,Positive,2
(L) 4755217,Rodrigo_9239619,Negative,1
(L) 4755217,Rodrigo_9239619,Negative,1
(L) 4755217,Rodrigo_9239619,Positive,2
(L) 7042470,Rodrigo_9239619,Negative,1
(L) 7042470,Rodrigo_9239619,Negative,1
(L) 7054719,Rodrigo_9239619,Negative,1
(L) 8292666,Rodrigo_9239619,Negative,1
(L) 11460324,Rodrigo_9239619,Positive,2
(L) 11460324,Rodrigo_9239619,Positive,2
(L) 11460324,Rodrigo_9239619,Positive,2
(L) 11460324,Rodrigo_9239619,Negative,1
(L) 11460324,Rodrigo_9239619,Negative,1
(L) 11460324,Rodrigo_9239619,Negative,1
(L) 11460324,Rodrigo_9239619,Negative,1
(L) 11460324,Rodrigo_9239619,Negative,1
(L) 11460324,Rodrigo_9239619,Negative,1
(L) 12689338,Rodrigo_9239619,Negative,1
(L) 13301813,Rodrigo_9239619,Negative,1
(L) 13674956,Rodrigo_9239619,Negative,1
(L) 15186470,Rodrigo_9239619,Negative,1
(L) 16394059,Rodrigo_9239619,Negative,1
(L) 1925052,Melissa_38714873,Positive,2
(L) 3917500,Melissa_38714873,Negative,1
(L) 5288331,Melissa_38714873,Positive,2
(L) 5509789,Melissa_38714873,Positive,2
(L) 5622326,Melissa_38714873,Positive,2
(L) 8831721,Melissa_38714873,Positive,2
(L) 8831721,Melissa_38714873,Negative,1
(L) 8831721,Melissa_38714873,Negative,1
(L) 8831721,Melissa_38714873,Negative,1
(L) 8831721,Melissa_38714873,Negative,1
(L) 8831721,Melissa_38714873,Positive,2
(L) 8831721,Melissa_38714873,Positive,2
(L) 8831721,Melissa_38714873,Negative,1
(L) 8831721,Melissa_38714873,Negative,1
(L) 13804295,Melissa_38714873,Positive,2
(L) 14738007,Melissa_38714873,Positive,2
(L) 16933922,Melissa_38714873,Positive,2
(L) 17910425,Melissa_38714873,Positive,2
(L) 22249606,Melissa_38714873,Positive,2
(L) 23550293,Melissa_38714873,Positive,2
(L) 23550293,Melissa_38714873,Negative,1
(L) 23550293,Melissa_38714873,Negative,1
(L) 23550293,Melissa_38714873,Negative,1
(L) 23550293,Melissa_38714873,Negative,1
(L) 7700641,Dirk_2318728,Positive,2
(L) 7700641,Dirk_2318728,Negative,1
(L) 7700641,Dirk_2318728,Positive,2
(L) 7700641,Dirk_2318728,Negative,1
(L) 7700641,Dirk_2318728,Negative,1
(L) 7700641,Dirk_2318728,Negative,1
(L) 7700641,Dirk_2318728,Positive,2
(L) 7700641,Dirk_2318728,Negative,1
(L) 7700641,Dirk_2318728,Negative,1
(L) 7700641,Dirk_2318728,Negative,1
(L) 7700641,Dirk_2318728,Positive,2
(L) 7700641,Dirk_2318728,Negative,1
(L) 7700641,Dirk_2318728,Positive,2
(L) 7700641,Dirk_2318728,Negative,1
(L) 7700641,Dirk_2318728,Positive,2
(L) 7700641,Dirk_2318728,Positive,2
(L) 7700641,Dirk_2318728,Negative,1
(L) 7700641,Dirk_2318728,Positive,2
(L) 7700641,Dirk_2318728,Negative,1
(L) 7700641,Dirk_2318728,Negative,1
(L) 7700641,Dirk_2318728,Negative,1
(L) 8991803,Dirk_2318728,Positive,2
(L) 16601850,Dirk_2318728,Positive,2
(L) 20508469,Dirk_2318728,Positive,2
(L) 7403055,Bradley_135558719,Negative,1
(L) 7403055,Bradley_135558719,Negative,1
(L) 8506353,Bradley_135558719,Negative,1
(L) 8506353,Bradley_135558719,Positive,2
(L) 8506353,Bradley_135558719,Negative,1
(L) 8506353,Bradley_135558719,Positive,2
(L) 8506353,Bradley_135558719,Negative,1
(L) 8506353,Bradley_135558719,Positive,2
(L) 8506353,Bradley_135558719,Negative,1
(L) 8831721,Bradley_135558719,Negative,1
(L) 8831721,Bradley_135558719,Negative,1
(L) 8831721,Bradley_135558719,Positive,2
(L) 8831721,Bradley_135558719,Negative,1
(L) 8831721,Bradley_135558719,Positive,2
(L) 8831721,Bradley_135558719,Negative,1
(L) 8831721,Bradley_135558719,Positive,2
(L) 8831721,Bradley_135558719,Positive,2
(L) 8831721,Bradley_135558719,Negative,1
(L) 10320098,Bradley_135558719,Negative,1
(L) 10320098,Bradley_135558719,Negative,1
(L) 20668684,Bradley_135558719,Positive,2
(L) 20984124,Bradley_135558719,Positive,2
(L) 22404165,Bradley_135558719,Negative,1
(L) 1073607,Kevin_13579905,Positive,2
(L) 1793897,Kevin_13579905,Negative,1
(L) 1949398,Kevin_13579905,Positive,2
(L) 2786443,Kevin_13579905,Positive,2
(L) 3265676,Kevin_13579905,Positive,2
(L) 4624297,Kevin_13579905,Positive,2
(L) 4876374,Kevin_13579905,Positive,2
(L) 5178277,Kevin_13579905,Positive,2
(L) 5796898,Kevin_13579905,Negative,1
(L) 5981263,Kevin_13579905,Positive,2
(L) 6046427,Kevin_13579905,Positive,2
(L) 7849180,Kevin_13579905,Positive,2
(L) 9049446,Kevin_13579905,Positive,2
(L) 9336254,Kevin_13579905,Positive,2
(L) 11480581,Kevin_13579905,Positive,2
(L) 12434800,Kevin_13579905,Negative,1
(L) 12814872,Kevin_13579905,Positive,2
(L) 12814872,Kevin_13579905,Positive,2
(L) 12814872,Kevin_13579905,Positive,2
(L) 14094396,Kevin_13579905,Negative,1
(L) 19142277,Kevin_13579905,Negative,1
(L) 20961337,Kevin_13579905,Positive,2
(L) 21584137,Kevin_13579905,Positive,2
(L) 22557845,Kevin_13579905,Positive,2
(L) 4420479,Anwer_13323398,Positive,2
(L) 4888502,Anwer_13323398,Negative,1
(L) 5979856,Anwer_13323398,Negative,1
(L) 6438273,Anwer_13323398,Negative,1
(L) 8152370,Anwer_13323398,Negative,1
(L) 10211390,Anwer_13323398,Negative,1
(L) 13676035,Anwer_13323398,Negative,1
(L) 15167430,Anwer_13323398,Negative,1
(L) 16615793,Anwer_13323398,Negative,1
(L) 17126992,Anwer_13323398,Negative,1
(L) 17374886,Anwer_13323398,Negative,1
(L) 18193649,Anwer_13323398,Negative,1
(L) 18449103,Anwer_13323398,Positive,2
(L) 19375799,Anwer_13323398,Negative,1
(L) 19390139,Anwer_13323398,Negative,1
(L) 19595754,Anwer_13323398,Positive,2
(L) 19715924,Anwer_13323398,Positive,2
(L) 19988301,Anwer_13323398,Positive,2
(L) 20411495,Anwer_13323398,Negative,1
(L) 23882856,Anwer_13323398,Negative,1
(L) 24000520,Anwer_13323398,Negative,1
(L) 24261306,Anwer_13323398,Positive,2
(L) 25325374,Anwer_13323398,Negative,1
(L) 26437841,Anwer_13323398,Negative,1
(L) 1861619,Khalil_105864487,Negative,1
(L) 3820441,Khalil_105864487,Positive,2
(L) 14616342,Khalil_105864487,Positive,2
(L) 16018148,Khalil_105864487,Negative,1
(L) 16045570,Khalil_105864487,Positive,2
(L) 16045570,Khalil_105864487,Positive,2
(L) 16045570,Khalil_105864487,Positive,2
(L) 16045570,Khalil_105864487,Negative,1
(L) 17450684,Khalil_105864487,Positive,2
(L) 17817385,Khalil_105864487,Positive,2
(L) 19315093,Khalil_105864487,Positive,2
(L) 20035469,Khalil_105864487,Positive,2
(L) 20202988,Khalil_105864487,Positive,2
(L) 20578794,Khalil_105864487,Positive,2
(L) 20919241,Khalil_105864487,Positive,2
(L) 21238407,Khalil_105864487,Positive,2
(L) 21506850,Khalil_105864487,Positive,2
(L) 21543390,Khalil_105864487,Positive,2
(L) 21684386,Khalil_105864487,Positive,2
(L) 21840967,Khalil_105864487,Positive,2
(L) 22019051,Khalil_105864487,Negative,1
(L) 23150598,Khalil_105864487,Negative,1
(L) 23454701,Khalil_105864487,Negative,1
(L) 23656007,Khalil_105864487,Positive,2
(L) 426398,Richard_24983681,Negative,1
(L) 426398,Richard_24983681,Negative,1
(L) 426398,Richard_24983681,Positive,2
(L) 426398,Richard_24983681,Negative,1
(L) 426398,Richard_24983681,Positive,2
(L) 3796402,Richard_24983681,Negative,1
(L) 4626857,Richard_24983681,Negative,1
(L) 4937277,Richard_24983681,Positive,2
(L) 6046427,Richard_24983681,Positive,2
(L) 6337820,Richard_24983681,Positive,2
(L) 10106302,Richard_24983681,Positive,2
(L) 13793021,Richard_24983681,Positive,2
(L) 15349516,Richard_24983681,Positive,2
(L) 15835075,Richard_24983681,Positive,2
(L) 16562839,Richard_24983681,Positive,2
(L) 17895868,Richard_24983681,Negative,1
(L) 18755167,Richard_24983681,Positive,2
(L) 19829650,Richard_24983681,Positive,2
(L) 20313930,Richard_24983681,Positive,2
(L) 20961337,Richard_24983681,Positive,2
(L) 21541425,Richard_24983681,Positive,2
(L) 21732085,Richard_24983681,Negative,1
(L) 21732439,Richard_24983681,Negative,1
(L) 21937462,Richard_24983681,Positive,2
(L) 12176184,Christopher_118638620,Negative,1
(L) 12176184,Christopher_118638620,Positive,2
(L) 16817510,Christopher_118638620,Positive,2
(L) 16817510,Christopher_118638620,Positive,2
(L) 16817510,Christopher_118638620,Positive,2
(L) 16817510,Christopher_118638620,Negative,1
(L) 16817510,Christopher_118638620,Positive,2
(L) 16837230,Christopher_118638620,Positive,2
(L) 17658974,Christopher_118638620,Positive,2
(L) 19372039,Christopher_118638620,Negative,1
(L) 19770551,Christopher_118638620,Positive,2
(L) 19770551,Christopher_118638620,Positive,2
(L) 19770551,Christopher_118638620,Negative,1
(L) 19770551,Christopher_118638620,Positive,2
(L) 19852401,Christopher_118638620,Negative,1
(L) 19852401,Christopher_118638620,Positive,2
(L) 20505575,Christopher_118638620,Negative,1
(L) 20505575,Christopher_118638620,Negative,1
(L) 20505575,Christopher_118638620,Negative,1
(L) 20988538,Christopher_118638620,Positive,2
(L) 21017098,Christopher_118638620,Negative,1
(L) 21308964,Christopher_118638620,Negative,1
(L) 21308964,Christopher_118638620,Positive,2
(L) 21308964,Christopher_118638620,Positive,2
(L) 9260650,Nick_67084875,Positive,2
(L) 10995325,Nick_67084875,Negative,1
(L) 10995325,Nick_67084875,Negative,1
(L) 10995325,Nick_67084875,Positive,2
(L) 10995325,Nick_67084875,Negative,1
(L) 10995325,Nick_67084875,Negative,1
(L) 10995325,Nick_67084875,Negative,1
(L) 10995325,Nick_67084875,Positive,2
(L) 10995325,Nick_67084875,Negative,1
(L) 21982283,Nick_67084875,Positive,2
(L) 22295354,Nick_67084875,Negative,1
(L) 22295354,Nick_67084875,Negative,1
(L) 22295354,Nick_67084875,Negative,1
(L) 22295354,Nick_67084875,Negative,1
(L) 22295354,Nick_67084875,Negative,1
(L) 22295354,Nick_67084875,Negative,1
(L) 22295354,Nick_67084875,Negative,1
(L) 22295354,Nick_67084875,Negative,1
(L) 22295354,Nick_67084875,Negative,1
(L) 22295354,Nick_67084875,Negative,1
(L) 22295354,Nick_67084875,Negative,1
(L) 22295354,Nick_67084875,Negative,1
(L) 22295354,Nick_67084875,Negative,1
(L) 829176,Jeremy_24887701,Negative,1
(L) 1161392,Jeremy_24887701,Positive,2
(L) 1195758,Jeremy_24887701,Positive,2
(L) 2504252,Jeremy_24887701,Positive,2
(L) 2876248,Jeremy_24887701,Negative,1
(L) 4590927,Jeremy_24887701,Negative,1
(L) 4766604,Jeremy_24887701,Negative,1
(L) 5622326,Jeremy_24887701,Negative,1
(L) 6278158,Jeremy_24887701,Positive,2
(L) 8089890,Jeremy_24887701,Positive,2
(L) 8472830,Jeremy_24887701,Positive,2
(L) 10840037,Jeremy_24887701,Positive,2
(L) 13481300,Jeremy_24887701,Positive,2
(L) 16745047,Jeremy_24887701,Negative,1
(L) 18556999,Jeremy_24887701,Negative,1
(L) 22189155,Jeremy_24887701,Positive,2
(L) 23257112,Jeremy_24887701,Negative,1
(L) 24562378,Jeremy_24887701,Negative,1
(L) 24783964,Jeremy_24887701,Positive,2
(L) 26108345,Jeremy_24887701,Positive,2
(L) 26506861,Jeremy_24887701,Positive,2
(L) 27642846,Jeremy_24887701,Negative,1
(L) 27993469,Jeremy_24887701,Positive,2
(L) 2077065,Christian & Kirsty_23220564,Negative,1
(L) 2495704,Christian & Kirsty_23220564,Positive,2
(L) 3963496,Christian & Kirsty_23220564,Negative,1
(L) 5022710,Christian & Kirsty_23220564,Positive,2
(L) 8331998,Christian & Kirsty_23220564,Positive,2
(L) 8331998,Christian & Kirsty_23220564,Negative,1
(L) 8331998,Christian & Kirsty_23220564,Negative,1
(L) 8331998,Christian & Kirsty_23220564,Negative,1
(L) 8331998,Christian & Kirsty_23220564,Positive,2
(L) 8331998,Christian & Kirsty_23220564,Positive,2
(L) 8331998,Christian & Kirsty_23220564,Negative,1
(L) 8331998,Christian & Kirsty_23220564,Positive,2
(L) 9927784,Christian & Kirsty_23220564,Positive,2
(L) 10636588,Christian & Kirsty_23220564,Negative,1
(L) 11643573,Christian & Kirsty_23220564,Negative,1
(L) 16326207,Christian & Kirsty_23220564,Negative,1
(L) 16326207,Christian & Kirsty_23220564,Positive,2
(L) 18142759,Christian & Kirsty_23220564,Positive,2
(L) 20136869,Christian & Kirsty_23220564,Positive,2
(L) 20952174,Christian & Kirsty_23220564,Positive,2
(L) 21490486,Christian & Kirsty_23220564,Positive,2
(L) 21702683,Christian & Kirsty_23220564,Negative,1
(L) 24876214,Christian & Kirsty_23220564,Positive,2
(L) 19062323,Justin_120821995,Negative,1
(L) 21721150,Justin_120821995,Negative,1
(L) 21721150,Justin_120821995,Negative,1
(L) 22109673,Justin_120821995,Negative,1
(L) 22109673,Justin_120821995,Positive,2
(L) 22109673,Justin_120821995,Negative,1
(L) 22709306,Justin_120821995,Positive,2
(L) 22710517,Justin_120821995,Positive,2
(L) 22722130,Justin_120821995,Negative,1
(L) 22722590,Justin_120821995,Positive,2
(L) 22722590,Justin_120821995,Negative,1
(L) 23135378,Justin_120821995,Positive,2
(L) 23363936,Justin_120821995,Positive,2
(L) 23459976,Justin_120821995,Positive,2
(L) 23459976,Justin_120821995,Positive,2
(L) 23459976,Justin_120821995,Negative,1
(L) 25243655,Justin_120821995,Negative,1
(L) 25797322,Justin_120821995,Negative,1
(L) 26169398,Justin_120821995,Negative,1
(L) 27527423,Justin_120821995,Positive,2
(L) 28875301,Justin_120821995,Negative,1
(L) 30054848,Justin_120821995,Positive,2
(L) 30331342,Justin_120821995,Negative,1
(L) 288671,Shane_21380244,Positive,2
(L) 387130,Shane_21380244,Positive,2
(L) 435912,Shane_21380244,Negative,1
(L) 516032,Shane_21380244,Positive,2
(L) 2505762,Shane_21380244,Positive,2
(L) 3774294,Shane_21380244,Positive,2
(L) 4448723,Shane_21380244,Positive,2
(L) 5491278,Shane_21380244,Negative,1
(L) 5751561,Shane_21380244,Positive,2
(L) 5763156,Shane_21380244,Negative,1
(L) 6887436,Shane_21380244,Negative,1
(L) 7468770,Shane_21380244,Positive,2
(L) 8942973,Shane_21380244,Positive,2
(L) 9050938,Shane_21380244,Negative,1
(L) 10581248,Shane_21380244,Positive,2
(L) 11441680,Shane_21380244,Negative,1
(L) 12012516,Shane_21380244,Positive,2
(L) 12497257,Shane_21380244,Negative,1
(L) 12800606,Shane_21380244,Positive,2
(L) 12934659,Shane_21380244,Negative,1
(L) 13381132,Shane_21380244,Negative,1
(L) 14521064,Shane_21380244,Positive,2
(L) 1253351,Del_7344835,Negative,1
(L) 1253351,Del_7344835,Negative,1
(L) 1253351,Del_7344835,Negative,1
(L) 1253351,Del_7344835,Negative,1
(L) 1253351,Del_7344835,Negative,1
(L) 1253351,Del_7344835,Positive,2
(L) 1253351,Del_7344835,Negative,1
(L) 1253351,Del_7344835,Negative,1
(L) 1253351,Del_7344835,Negative,1
(L) 1253351,Del_7344835,Negative,1
(L) 1253351,Del_7344835,Negative,1
(L) 1253351,Del_7344835,Negative,1
(L) 1253351,Del_7344835,Negative,1
(L) 1253351,Del_7344835,Positive,2
(L) 1253351,Del_7344835,Negative,1
(L) 1253351,Del_7344835,Negative,1
(L) 16274813,Del_7344835,Negative,1
(L) 17011425,Del_7344835,Positive,2
(L) 17763675,Del_7344835,Negative,1
(L) 17946780,Del_7344835,Negative,1
(L) 20173301,Del_7344835,Positive,2
(L) 28851060,Del_7344835,Negative,1
(L) 2304942,Kenneth_24272062,Negative,1
(L) 3265015,Kenneth_24272062,Positive,2
(L) 3947896,Kenneth_24272062,Negative,1
(L) 4184965,Kenneth_24272062,Negative,1
(L) 4590927,Kenneth_24272062,Negative,1
(L) 5491278,Kenneth_24272062,Negative,1
(L) 5560772,Kenneth_24272062,Positive,2
(L) 5751561,Kenneth_24272062,Positive,2
(L) 5981263,Kenneth_24272062,Positive,2
(L) 5981263,Kenneth_24272062,Positive,2
(L) 5981263,Kenneth_24272062,Negative,1
(L) 6361931,Kenneth_24272062,Negative,1
(L) 6590227,Kenneth_24272062,Negative,1
(L) 6828592,Kenneth_24272062,Positive,2
(L) 6837442,Kenneth_24272062,Negative,1
(L) 7042470,Kenneth_24272062,Negative,1
(L) 9538497,Kenneth_24272062,Positive,2
(L) 13848078,Kenneth_24272062,Negative,1
(L) 14872806,Kenneth_24272062,Negative,1
(L) 17669481,Kenneth_24272062,Negative,1
(L) 18467431,Kenneth_24272062,Positive,2
(L) 18467431,Kenneth_24272062,Negative,1
(L) 4157766,Beth_50081274,Positive,2
(L) 4157766,Beth_50081274,Positive,2
(L) 4166124,Beth_50081274,Negative,1
(L) 4166124,Beth_50081274,Positive,2
(L) 4166124,Beth_50081274,Negative,1
(L) 4166124,Beth_50081274,Positive,2
(L) 4166124,Beth_50081274,Negative,1
(L) 4166124,Beth_50081274,Positive,2
(L) 4166124,Beth_50081274,Negative,1
(L) 4166124,Beth_50081274,Negative,1
(L) 4166124,Beth_50081274,Positive,2
(L) 4166124,Beth_50081274,Negative,1
(L) 4166124,Beth_50081274,Positive,2
(L) 4166124,Beth_50081274,Positive,2
(L) 4166124,Beth_50081274,Positive,2
(L) 4166124,Beth_50081274,Negative,1
(L) 4166124,Beth_50081274,Negative,1
(L) 4166124,Beth_50081274,Negative,1
(L) 4166124,Beth_50081274,Negative,1
(L) 4166124,Beth_50081274,Negative,1
(L) 9349911,Beth_50081274,Negative,1
(L) 9349911,Beth_50081274,Negative,1
(L) 2046826,Brooke_2790530,Negative,1
(L) 2965688,Brooke_2790530,Positive,2
(L) 4937277,Brooke_2790530,Negative,1
(L) 5282128,Brooke_2790530,Positive,2
(L) 7120073,Brooke_2790530,Negative,1
(L) 8332544,Brooke_2790530,Negative,1
(L) 9737347,Brooke_2790530,Positive,2
(L) 10891485,Brooke_2790530,Positive,2
(L) 11103711,Brooke_2790530,Positive,2
(L) 11729878,Brooke_2790530,Negative,1
(L) 13071389,Brooke_2790530,Negative,1
(L) 15257722,Brooke_2790530,Negative,1
(L) 16356294,Brooke_2790530,Positive,2
(L) 17529328,Brooke_2790530,Positive,2
(L) 17763675,Brooke_2790530,Negative,1
(L) 17915374,Brooke_2790530,Negative,1
(L) 21128806,Brooke_2790530,Negative,1
(L) 21128806,Brooke_2790530,Negative,1
(L) 21329062,Brooke_2790530,Negative,1
(L) 21369401,Brooke_2790530,Positive,2
(L) 21682152,Brooke_2790530,Positive,2
(L) 21717410,Brooke_2790530,Negative,1
(L) 2379009,Alex P_53096747,Positive,2
(L) 4015571,Alex P_53096747,Negative,1
(L) 4088562,Alex P_53096747,Negative,1
(L) 4387602,Alex P_53096747,Positive,2
