listing_id,reviewer_id,sentiment,weight
(L) 5784919,Alex P_53096747,Negative,1
(L) 5784919,Alex P_53096747,Negative,1
(L) 5784919,Alex P_53096747,Positive,2
(L) 5993432,Alex P_53096747,Positive,2
(L) 7270105,Alex P_53096747,Negative,1
(L) 7644244,Alex P_53096747,Negative,1
(L) 8763617,Alex P_53096747,Negative,1
(L) 8942973,Alex P_53096747,Positive,2
(L) 9049446,Alex P_53096747,Negative,1
(L) 9114694,Alex P_53096747,Negative,1
(L) 9114694,Alex P_53096747,Positive,2
(L) 9827731,Alex P_53096747,Positive,2
(L) 10497704,Alex P_53096747,Negative,1
(L) 10931622,Alex P_53096747,Positive,2
(L) 11103711,Alex P_53096747,Negative,1
(L) 13675327,Alex P_53096747,Positive,2
(L) 15046696,Alex P_53096747,Positive,2
(L) 3835553,Michelle_120819987,Negative,1
(L) 5000313,Michelle_120819987,Negative,1
(L) 5352559,Michelle_120819987,Negative,1
(L) 5698275,Michelle_120819987,Negative,1
(L) 6080070,Michelle_120819987,Positive,2
(L) 6998958,Michelle_120819987,Negative,1
(L) 11532815,Michelle_120819987,Negative,1
(L) 12526609,Michelle_120819987,Negative,1
(L) 16136713,Michelle_120819987,Negative,1
(L) 16505295,Michelle_120819987,Negative,1
(L) 17804097,Michelle_120819987,Positive,2
(L) 18905958,Michelle_120819987,Negative,1
(L) 18915380,Michelle_120819987,Negative,1
(L) 20417688,Michelle_120819987,Negative,1
(L) 21840975,Michelle_120819987,Negative,1
(L) 21884439,Michelle_120819987,Positive,2
(L) 21924804,Michelle_120819987,Positive,2
(L) 21924804,Michelle_120819987,Negative,1
(L) 24429895,Michelle_120819987,Positive,2
(L) 26612892,Michelle_120819987,Negative,1
(L) 28053265,Michelle_120819987,Positive,2
(L) 29934299,Michelle_120819987,Negative,1
(L) 9202537,Alex_139394672,Negative,1
(L) 9202537,Alex_139394672,Negative,1
(L) 9202537,Alex_139394672,Negative,1
(L) 9202537,Alex_139394672,Positive,2
(L) 9202537,Alex_139394672,Negative,1
(L) 9202537,Alex_139394672,Positive,2
(L) 9202537,Alex_139394672,Negative,1
(L) 9202537,Alex_139394672,Negative,1
(L) 16102516,Alex_139394672,Negative,1
(L) 16102516,Alex_139394672,Negative,1
(L) 16102516,Alex_139394672,Negative,1
(L) 16102516,Alex_139394672,Negative,1
(L) 16102516,Alex_139394672,Negative,1
(L) 16562839,Alex_139394672,Positive,2
(L) 16975413,Alex_139394672,Positive,2
(L) 16975413,Alex_139394672,Negative,1
(L) 16975413,Alex_139394672,Positive,2
(L) 16975413,Alex_139394672,Negative,1
(L) 16975413,Alex_139394672,Negative,1
(L) 16975413,Alex_139394672,Negative,1
(L) 16975413,Alex_139394672,Positive,2
(L) 16975413,Alex_139394672,Negative,1
(L) 8583304,Iain_47515177,Positive,2
(L) 8583304,Iain_47515177,Positive,2
(L) 8583304,Iain_47515177,Negative,1
(L) 8583304,Iain_47515177,Positive,2
(L) 8583304,Iain_47515177,Positive,2
(L) 8977590,Iain_47515177,Positive,2
(L) 8977590,Iain_47515177,Positive,2
(L) 8977590,Iain_47515177,Negative,1
(L) 8977590,Iain_47515177,Negative,1
(L) 8977590,Iain_47515177,Positive,2
(L) 8977590,Iain_47515177,Negative,1
(L) 8977590,Iain_47515177,Positive,2
(L) 8977590,Iain_47515177,Positive,2
(L) 8977590,Iain_47515177,Negative,1
(L) 8977590,Iain_47515177,Negative,1
(L) 8977590,Iain_47515177,Negative,1
(L) 8977590,Iain_47515177,Negative,1
(L) 8977590,Iain_47515177,Negative,1
(L) 8977590,Iain_47515177,Negative,1
(L) 8977590,Iain_47515177,Negative,1
(L) 8977590,Iain_47515177,Negative,1
(L) 8977590,Iain_47515177,Negative,1
(L) 3209999,Tim_136485397,Negative,1
(L) 6378601,Tim_136485397,Positive,2
(L) 9963077,Tim_136485397,Negative,1
(L) 11020313,Tim_136485397,Positive,2
(L) 11020313,Tim_136485397,Negative,1
(L) 14937489,Tim_136485397,Positive,2
(L) 14940179,Tim_136485397,Negative,1
(L) 14940179,Tim_136485397,Negative,1
(L) 14940179,Tim_136485397,Negative,1
(L) 15025379,Tim_136485397,Negative,1
(L) 15275816,Tim_136485397,Positive,2
(L) 17911278,Tim_136485397,Positive,2
(L) 20395354,Tim_136485397,Positive,2
(L) 20887384,Tim_136485397,Negative,1
(L) 21035115,Tim_136485397,Negative,1
(L) 21145581,Tim_136485397,Positive,2
(L) 23788626,Tim_136485397,Negative,1
(L) 23965095,Tim_136485397,Negative,1
(L) 28086269,Tim_136485397,Negative,1
(L) 28670742,Tim_136485397,Negative,1
(L) 28670742,Tim_136485397,Negative,1
(L) 29637504,Tim_136485397,Positive,2
(L) 19062323,Rong_139188434,Positive,2
(L) 19062323,Rong_139188434,Negative,1
(L) 21721150,Rong_139188434,Positive,2
(L) 21721150,Rong_139188434,Positive,2
(L) 22109673,Rong_139188434,Negative,1
(L) 22109673,Rong_139188434,Negative,1
(L) 22709306,Rong_139188434,Positive,2
(L) 22709306,Rong_139188434,Negative,1
(L) 22710517,Rong_139188434,Negative,1
(L) 22722130,Rong_139188434,Positive,2
(L) 23135378,Rong_139188434,Negative,1
(L) 23363936,Rong_139188434,Negative,1
(L) 23363936,Rong_139188434,Negative,1
(L) 23459976,Rong_139188434,Negative,1
(L) 24334394,Rong_139188434,Positive,2
(L) 26169398,Rong_139188434,Positive,2
(L) 26372220,Rong_139188434,Positive,2
(L) 27527423,Rong_139188434,Negative,1
(L) 27821818,Rong_139188434,Positive,2
(L) 30026321,Rong_139188434,Negative,1
(L) 30054848,Rong_139188434,Negative,1
(L) 30412858,Rong_139188434,Negative,1
(L) 818471,Andrew_26384378,Negative,1
(L) 945795,Andrew_26384378,Positive,2
(L) 1979927,Andrew_26384378,Positive,2
(L) 4106027,Andrew_26384378,Positive,2
(L) 4106027,Andrew_26384378,Negative,1
(L) 5708726,Andrew_26384378,Negative,1
(L) 8374962,Andrew_26384378,Positive,2
(L) 9781397,Andrew_26384378,Positive,2
(L) 10483638,Andrew_26384378,Negative,1
(L) 11449214,Andrew_26384378,Negative,1
(L) 12611882,Andrew_26384378,Negative,1
(L) 13348808,Andrew_26384378,Positive,2
(L) 13441146,Andrew_26384378,Negative,1
(L) 15257722,Andrew_26384378,Positive,2
(L) 16125642,Andrew_26384378,Negative,1
(L) 16827551,Andrew_26384378,Negative,1
(L) 16862160,Andrew_26384378,Negative,1
(L) 17514440,Andrew_26384378,Negative,1
(L) 17514440,Andrew_26384378,Negative,1
(L) 19000645,Andrew_26384378,Positive,2
(L) 22960224,Andrew_26384378,Positive,2
(L) 23223599,Andrew_26384378,Positive,2
(L) 6438273,Janet_100834001,Positive,2
(L) 6438273,Janet_100834001,Negative,1
(L) 6438273,Janet_100834001,Positive,2
(L) 9566883,Janet_100834001,Negative,1
(L) 9566883,Janet_100834001,Positive,2
(L) 9566883,Janet_100834001,Positive,2
(L) 10285857,Janet_100834001,Positive,2
(L) 11193227,Janet_100834001,Positive,2
(L) 14863133,Janet_100834001,Positive,2
(L) 14863133,Janet_100834001,Positive,2
(L) 15989240,Janet_100834001,Positive,2
(L) 16817510,Janet_100834001,Positive,2
(L) 16817510,Janet_100834001,Positive,2
(L) 18082235,Janet_100834001,Positive,2
(L) 19852401,Janet_100834001,Positive,2
(L) 21816636,Janet_100834001,Positive,2
(L) 21816636,Janet_100834001,Negative,1
(L) 23422413,Janet_100834001,Negative,1
(L) 25753713,Janet_100834001,Positive,2
(L) 28351491,Janet_100834001,Positive,2
(L) 28351491,Janet_100834001,Negative,1
(L) 14224564,Shirley & J_21234371,Negative,1
(L) 14224677,Shirley & J_21234371,Positive,2
(L) 14224677,Shirley & J_21234371,Negative,1
(L) 15959128,Shirley & J_21234371,Positive,2
(L) 16756012,Shirley & J_21234371,Positive,2
(L) 20458949,Shirley & J_21234371,Positive,2
(L) 20458949,Shirley & J_21234371,Positive,2
(L) 21281131,Shirley & J_21234371,Negative,1
(L) 23312725,Shirley & J_21234371,Negative,1
(L) 23717363,Shirley & J_21234371,Positive,2
(L) 24289304,Shirley & J_21234371,Positive,2
(L) 24412630,Shirley & J_21234371,Negative,1
(L) 24412630,Shirley & J_21234371,Positive,2
(L) 24642791,Shirley & J_21234371,Positive,2
(L) 25016203,Shirley & J_21234371,Negative,1
(L) 25016203,Shirley & J_21234371,Negative,1
(L) 27207671,Shirley & J_21234371,Positive,2
(L) 27207671,Shirley & J_21234371,Negative,1
(L) 27344779,Shirley & J_21234371,Positive,2
(L) 27840534,Shirley & J_21234371,Positive,2
(L) 27858934,Shirley & J_21234371,Positive,2
(L) 4933784,Stephen_168806289,Positive,2
(L) 9511634,Stephen_168806289,Negative,1
(L) 11595579,Stephen_168806289,Negative,1
(L) 12852445,Stephen_168806289,Positive,2
(L) 16277847,Stephen_168806289,Positive,2
(L) 16286231,Stephen_168806289,Positive,2
(L) 16286231,Stephen_168806289,Positive,2
(L) 16978328,Stephen_168806289,Negative,1
(L) 18366585,Stephen_168806289,Positive,2
(L) 19065568,Stephen_168806289,Positive,2
(L) 20004779,Stephen_168806289,Positive,2
(L) 20137332,Stephen_168806289,Positive,2
(L) 20137332,Stephen_168806289,Positive,2
(L) 22009907,Stephen_168806289,Negative,1
(L) 22048785,Stephen_168806289,Negative,1
(L) 22146484,Stephen_168806289,Positive,2
(L) 22235176,Stephen_168806289,Positive,2
(L) 22322456,Stephen_168806289,Negative,1
(L) 22589788,Stephen_168806289,Positive,2
(L) 23999472,Stephen_168806289,Positive,2
(L) 24999766,Stephen_168806289,Positive,2
(L) 11480581,Ashley_132602827,Positive,2
(L) 12434800,Ashley_132602827,Negative,1
(L) 12434800,Ashley_132602827,Negative,1
(L) 12434800,Ashley_132602827,Negative,1
(L) 12434800,Ashley_132602827,Negative,1
(L) 12434800,Ashley_132602827,Negative,1
(L) 12434800,Ashley_132602827,Positive,2
(L) 12506551,Ashley_132602827,Negative,1
(L) 12814872,Ashley_132602827,Negative,1
(L) 12839487,Ashley_132602827,Positive,2
(L) 12839487,Ashley_132602827,Negative,1
(L) 12839487,Ashley_132602827,Positive,2
(L) 12839487,Ashley_132602827,Negative,1
(L) 12839487,Ashley_132602827,Negative,1
(L) 12839487,Ashley_132602827,Positive,2
(L) 12839487,Ashley_132602827,Positive,2
(L) 12839487,Ashley_132602827,Negative,1
(L) 18009761,Ashley_132602827,Negative,1
(L) 25459716,Ashley_132602827,Negative,1
(L) 27744611,Ashley_132602827,Negative,1
(L) 27744611,Ashley_132602827,Negative,1
(L) 5366904,Owen_161091188,Negative,1
(L) 12917491,Owen_161091188,Positive,2
(L) 13239461,Owen_161091188,Positive,2
(L) 13239461,Owen_161091188,Negative,1
(L) 13239461,Owen_161091188,Negative,1
(L) 15092541,Owen_161091188,Negative,1
(L) 15721526,Owen_161091188,Negative,1
(L) 16046333,Owen_161091188,Negative,1
(L) 16502305,Owen_161091188,Negative,1
(L) 17109941,Owen_161091188,Negative,1
(L) 19388564,Owen_161091188,Positive,2
(L) 20017865,Owen_161091188,Positive,2
(L) 21817048,Owen_161091188,Negative,1
(L) 22088661,Owen_161091188,Negative,1
(L) 22221177,Owen_161091188,Negative,1
(L) 22297221,Owen_161091188,Negative,1
(L) 22326011,Owen_161091188,Positive,2
(L) 22558475,Owen_161091188,Negative,1
(L) 25378101,Owen_161091188,Negative,1
(L) 26108345,Owen_161091188,Negative,1
(L) 27823948,Owen_161091188,Negative,1
(L) 7132426,Tiffany_43195788,Positive,2
(L) 9783343,Tiffany_43195788,Negative,1
(L) 10732379,Tiffany_43195788,Positive,2
(L) 10732560,Tiffany_43195788,Negative,1
(L) 10839085,Tiffany_43195788,Positive,2
(L) 12799579,Tiffany_43195788,Negative,1
(L) 14030846,Tiffany_43195788,Negative,1
(L) 15634591,Tiffany_43195788,Negative,1
(L) 16136517,Tiffany_43195788,Negative,1
(L) 16562839,Tiffany_43195788,Negative,1
(L) 16562839,Tiffany_43195788,Negative,1
(L) 16562839,Tiffany_43195788,Negative,1
(L) 16964637,Tiffany_43195788,Negative,1
(L) 18558600,Tiffany_43195788,Positive,2
(L) 19742639,Tiffany_43195788,Negative,1
(L) 22065141,Tiffany_43195788,Negative,1
(L) 22540890,Tiffany_43195788,Negative,1
(L) 23068546,Tiffany_43195788,Negative,1
(L) 23773079,Tiffany_43195788,Negative,1
(L) 24275629,Tiffany_43195788,Negative,1
(L) 24551148,Tiffany_43195788,Positive,2
(L) 837794,Tim_15626511,Positive,2
(L) 1060458,Tim_15626511,Negative,1
(L) 1060458,Tim_15626511,Negative,1
(L) 1230182,Tim_15626511,Positive,2
(L) 2244154,Tim_15626511,Positive,2
(L) 2244154,Tim_15626511,Negative,1
(L) 2244154,Tim_15626511,Negative,1
(L) 2244154,Tim_15626511,Positive,2
(L) 2244154,Tim_15626511,Positive,2
(L) 6677630,Tim_15626511,Positive,2
(L) 10840037,Tim_15626511,Negative,1
(L) 10995325,Tim_15626511,Positive,2
(L) 10995325,Tim_15626511,Negative,1
(L) 10995325,Tim_15626511,Negative,1
(L) 11515203,Tim_15626511,Negative,1
(L) 13360939,Tim_15626511,Positive,2
(L) 14622440,Tim_15626511,Negative,1
(L) 14622440,Tim_15626511,Positive,2
(L) 18081448,Tim_15626511,Negative,1
(L) 18081448,Tim_15626511,Negative,1
(L) 18081448,Tim_15626511,Negative,1
(L) 4184965,Natalie_7942848,Negative,1
(L) 4184965,Natalie_7942848,Negative,1
(L) 9699920,Natalie_7942848,Negative,1
(L) 9699920,Natalie_7942848,Positive,2
(L) 10111445,Natalie_7942848,Negative,1
(L) 11209443,Natalie_7942848,Negative,1
(L) 11285620,Natalie_7942848,Negative,1
(L) 12660130,Natalie_7942848,Negative,1
(L) 13852692,Natalie_7942848,Positive,2
(L) 16692404,Natalie_7942848,Negative,1
(L) 16898212,Natalie_7942848,Positive,2
(L) 16975413,Natalie_7942848,Positive,2
(L) 17439901,Natalie_7942848,Negative,1
(L) 18363483,Natalie_7942848,Positive,2
(L) 20447092,Natalie_7942848,Negative,1
(L) 21832000,Natalie_7942848,Negative,1
(L) 22284793,Natalie_7942848,Positive,2
(L) 22458746,Natalie_7942848,Positive,2
(L) 23611535,Natalie_7942848,Positive,2
(L) 25378101,Natalie_7942848,Positive,2
(L) 820583,Philip_131393623,Negative,1
(L) 10788811,Philip_131393623,Negative,1
(L) 11662571,Philip_131393623,Negative,1
(L) 11662571,Philip_131393623,Positive,2
(L) 12897385,Philip_131393623,Negative,1
(L) 12897385,Philip_131393623,Negative,1
(L) 12897385,Philip_131393623,Positive,2
(L) 12897385,Philip_131393623,Positive,2
(L) 12897385,Philip_131393623,Negative,1
(L) 12897385,Philip_131393623,Negative,1
(L) 12897385,Philip_131393623,Negative,1
(L) 12897385,Philip_131393623,Negative,1
(L) 12897385,Philip_131393623,Negative,1
(L) 13548883,Philip_131393623,Negative,1
(L) 14616342,Philip_131393623,Positive,2
(L) 18634135,Philip_131393623,Positive,2
(L) 19863981,Philip_131393623,Positive,2
(L) 21504549,Philip_131393623,Negative,1
(L) 21952924,Philip_131393623,Positive,2
(L) 24645864,Philip_131393623,Negative,1
(L) 259857,Andrew_81208312,Positive,2
(L) 4448723,Andrew_81208312,Negative,1
(L) 4448723,Andrew_81208312,Positive,2
(L) 5526079,Andrew_81208312,Negative,1
(L) 5526079,Andrew_81208312,Negative,1
(L) 11148977,Andrew_81208312,Negative,1
(L) 11148977,Andrew_81208312,Negative,1
(L) 11148977,Andrew_81208312,Positive,2
(L) 11148977,Andrew_81208312,Negative,1
(L) 11148977,Andrew_81208312,Negative,1
(L) 11480581,Andrew_81208312,Positive,2
(L) 13117717,Andrew_81208312,Negative,1
(L) 16677226,Andrew_81208312,Positive,2
(L) 16887125,Andrew_81208312,Negative,1
(L) 21270439,Andrew_81208312,Negative,1
(L) 21270439,Andrew_81208312,Negative,1
(L) 23529310,Andrew_81208312,Negative,1
(L) 23529310,Andrew_81208312,Negative,1
(L) 25403814,Andrew_81208312,Negative,1
(L) 28558210,Andrew_81208312,Positive,2
(L) 11717378,James_93426040,Negative,1
(L) 14603132,James_93426040,Negative,1
(L) 14603132,James_93426040,Positive,2
(L) 14603132,James_93426040,Positive,2
(L) 14603132,James_93426040,Negative,1
(L) 15327450,James_93426040,Positive,2
(L) 15327450,James_93426040,Negative,1
(L) 15359826,James_93426040,Positive,2
(L) 15359826,James_93426040,Negative,1
(L) 16007568,James_93426040,Positive,2
(L) 16007568,James_93426040,Positive,2
(L) 16007568,James_93426040,Positive,2
(L) 20372066,James_93426040,Positive,2
(L) 20372066,James_93426040,Negative,1
(L) 20372066,James_93426040,Positive,2
(L) 20372066,James_93426040,Negative,1
(L) 21571014,James_93426040,Positive,2
(L) 22020768,James_93426040,Negative,1
(L) 22020768,James_93426040,Positive,2
(L) 23045093,James_93426040,Negative,1
(L) 7680007,Vaughn_27752032,Negative,1
(L) 8955421,Vaughn_27752032,Positive,2
(L) 8955421,Vaughn_27752032,Positive,2
(L) 8955421,Vaughn_27752032,Negative,1
(L) 9265665,Vaughn_27752032,Positive,2
(L) 12212834,Vaughn_27752032,Positive,2
(L) 14521064,Vaughn_27752032,Negative,1
(L) 14956501,Vaughn_27752032,Positive,2
(L) 15313711,Vaughn_27752032,Positive,2
(L) 15317060,Vaughn_27752032,Negative,1
(L) 16089228,Vaughn_27752032,Negative,1
(L) 17943925,Vaughn_27752032,Negative,1
(L) 21362838,Vaughn_27752032,Positive,2
(L) 21684408,Vaughn_27752032,Positive,2
(L) 22677306,Vaughn_27752032,Negative,1
(L) 23022325,Vaughn_27752032,Positive,2
(L) 23398105,Vaughn_27752032,Positive,2
(L) 23618765,Vaughn_27752032,Positive,2
(L) 25058233,Vaughn_27752032,Negative,1
(L) 26348729,Vaughn_27752032,Negative,1
(L) 1480417,Matthew_83195593,Negative,1
(L) 1856519,Matthew_83195593,Positive,2
(L) 1996254,Matthew_83195593,Negative,1
(L) 5981263,Matthew_83195593,Negative,1
(L) 6362810,Matthew_83195593,Negative,1
(L) 7042470,Matthew_83195593,Negative,1
(L) 8806530,Matthew_83195593,Positive,2
(L) 13848771,Matthew_83195593,Positive,2
(L) 14034076,Matthew_83195593,Negative,1
(L) 14076870,Matthew_83195593,Negative,1
(L) 14672791,Matthew_83195593,Positive,2
(L) 15041955,Matthew_83195593,Negative,1
(L) 16258146,Matthew_83195593,Negative,1
(L) 16258146,Matthew_83195593,Positive,2
(L) 16258146,Matthew_83195593,Negative,1
(L) 16713138,Matthew_83195593,Positive,2
(L) 18112846,Matthew_83195593,Negative,1
(L) 18112846,Matthew_83195593,Negative,1
(L) 18142848,Matthew_83195593,Negative,1
(L) 26173356,Matthew_83195593,Negative,1
(L) 20865,Alison_6137657,Positive,2
(L) 276617,Alison_6137657,Positive,2
(L) 318591,Alison_6137657,Positive,2
(L) 318591,Alison_6137657,Positive,2
(L) 334817,Alison_6137657,Positive,2
(L) 619474,Alison_6137657,Negative,1
(L) 783928,Alison_6137657,Positive,2
(L) 783928,Alison_6137657,Negative,1
(L) 783928,Alison_6137657,Positive,2
(L) 783928,Alison_6137657,Negative,1
(L) 1895251,Alison_6137657,Negative,1
(L) 2548068,Alison_6137657,Negative,1
(L) 2749926,Alison_6137657,Negative,1
(L) 6202366,Alison_6137657,Negative,1
(L) 8107268,Alison_6137657,Positive,2
(L) 9476881,Alison_6137657,Negative,1
(L) 15301914,Alison_6137657,Positive,2
(L) 18829606,Alison_6137657,Positive,2
(L) 19170060,Alison_6137657,Negative,1
(L) 20456284,Alison_6137657,Positive,2
(L) 2821454,Graham_29779693,Negative,1
(L) 2838442,Graham_29779693,Positive,2
(L) 12256510,Graham_29779693,Positive,2
(L) 12256510,Graham_29779693,Positive,2
(L) 12328180,Graham_29779693,Positive,2
(L) 12395172,Graham_29779693,Positive,2
(L) 14029665,Graham_29779693,Positive,2
(L) 15153632,Graham_29779693,Negative,1
(L) 15153632,Graham_29779693,Positive,2
(L) 18112846,Graham_29779693,Positive,2
(L) 19025923,Graham_29779693,Positive,2
(L) 19895602,Graham_29779693,Positive,2
(L) 20141478,Graham_29779693,Positive,2
(L) 20677795,Graham_29779693,Positive,2
(L) 21391415,Graham_29779693,Negative,1
(L) 21925294,Graham_29779693,Negative,1
(L) 23582895,Graham_29779693,Positive,2
(L) 23688725,Graham_29779693,Positive,2
(L) 29949029,Graham_29779693,Positive,2
(L) 30018432,Graham_29779693,Positive,2
(L) 3265015,Derek_118614440,Negative,1
(L) 3265015,Derek_118614440,Negative,1
(L) 4559006,Derek_118614440,Negative,1
(L) 7700641,Derek_118614440,Positive,2
(L) 7902972,Derek_118614440,Negative,1
(L) 12395172,Derek_118614440,Negative,1
(L) 15101580,Derek_118614440,Positive,2
(L) 16817510,Derek_118614440,Negative,1
(L) 16817510,Derek_118614440,Positive,2
(L) 16817510,Derek_118614440,Negative,1
(L) 16817510,Derek_118614440,Positive,2
(L) 17945015,Derek_118614440,Positive,2
(L) 19895602,Derek_118614440,Positive,2
(L) 21449465,Derek_118614440,Negative,1
(L) 23312135,Derek_118614440,Negative,1
(L) 24403396,Derek_118614440,Negative,1
(L) 24523537,Derek_118614440,Negative,1
(L) 25465230,Derek_118614440,Positive,2
(L) 26042114,Derek_118614440,Negative,1
(L) 28696186,Derek_118614440,Positive,2
(L) 1877472,Ross_68805275,Negative,1
(L) 7368072,Ross_68805275,Positive,2
(L) 9219104,Ross_68805275,Negative,1
(L) 9811835,Ross_68805275,Negative,1
(L) 11806617,Ross_68805275,Positive,2
(L) 11932557,Ross_68805275,Negative,1
(L) 12114078,Ross_68805275,Negative,1
(L) 12114078,Ross_68805275,Negative,1
(L) 12114078,Ross_68805275,Positive,2
(L) 12114078,Ross_68805275,Positive,2
(L) 12114078,Ross_68805275,Negative,1
(L) 12114078,Ross_68805275,Positive,2
(L) 12114078,Ross_68805275,Negative,1
(L) 12114078,Ross_68805275,Negative,1
(L) 12114078,Ross_68805275,Negative,1
(L) 12114078,Ross_68805275,Negative,1
(L) 12114078,Ross_68805275,Positive,2
(L) 16580806,Ross_68805275,Positive,2
(L) 16580806,Ross_68805275,Negative,1
(L) 20140237,Ross_68805275,Negative,1
(L) 12057230,Mel & Richard_30019772,Negative,1
(L) 20606265,Mel & Richard_30019772,Positive,2
(L) 20606265,Mel & Richard_30019772,Negative,1
(L) 20606265,Mel & Richard_30019772,Negative,1
(L) 20606265,Mel & Richard_30019772,Negative,1
(L) 23844807,Mel & Richard_30019772,Positive,2
(L) 23844807,Mel & Richard_30019772,Positive,2
(L) 23844807,Mel & Richard_30019772,Negative,1
(L) 23844807,Mel & Richard_30019772,Negative,1
(L) 25926651,Mel & Richard_30019772,Positive,2
(L) 26669688,Mel & Richard_30019772,Positive,2
(L) 26669688,Mel & Richard_30019772,Negative,1
(L) 26669688,Mel & Richard_30019772,Positive,2
(L) 26669688,Mel & Richard_30019772,Negative,1
(L) 26669688,Mel & Richard_30019772,Positive,2
(L) 26669688,Mel & Richard_30019772,Negative,1
(L) 26669688,Mel & Richard_30019772,Negative,1
(L) 26669688,Mel & Richard_30019772,Negative,1
(L) 26669688,Mel & Richard_30019772,Negative,1
(L) 26669688,Mel & Richard_30019772,Positive,2
